SalTime,VoucherTypeName,VchNo,Date,EffectiveDate,Narration,StateBuyer,Cancel,Refund,CustomerName,MailingName,CustomerWebID,CustomerTallyID,BillingAddress,ConsigneeName,ShippingAddress,BillingPinCode,ShippingPinCode,BillingPhoneNo,ShippingPhoneNo,TotalAmount,SalesTallyID,WebID,Action,BillingState,BillingCountry,ShippingState,ShippingCountry,Ledgerdetails,StockItem,DebitorCredit,BilledQty,AcutalQty,Rate,Discount,Amount,AccountingAllocations,BatchName,GodownName,BatchBilledQty,BatchActualQty,BatchRate,BatchDiscount,Agent,CostCentreName
NULL,Purchase Order,PO/AP/21/25-26,15-Apr-25,15-Apr-25,Being Material Delivery At NDDB - Tirupathi,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,379389.0,412,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 379389.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 379389.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 9033.08}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 9033.08}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.16}]",P Sand (CFT),DR,6339.00 CFT,6339.00 CFT,57.00/CFT,0,-361323.0,"[{'LedgerName': 'Sand', 'Amount': -361323.0}]",Primary Batch,NDDB-Tirupati,6339.00 CFT,6339.00 CFT,57.00/CFT,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/48/25-26,15-Apr-25,15-Apr-25,"Being material Delivered to NDDB DS Site - Tirupati, For ID.No : RRBC 450006 S 450 - BOBCAT Use Purpose.",NULL,NULL,REFUNDED,All Tools Madurai,All Tools Madurai,NULL,NULL,"454, Ayyerbanglow, Moondrumavadi Road,, Parasuramanpatti, K.Pudur,, Madurai - 625007",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",625007,517502,9841008776,NULL,48000.0,1160,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'All Tools Madurai', 'DebitorCredit': 'CR', 'Amount': 48000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 48000.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 10500.0}]",Tubeless Tyre 10 x 16.5 (for Bobcat),DR,4.00 Nos,4.00 Nos,9375.00/Nos,0,-37500.0,"[{'LedgerName': 'Heavy Vehicle - Rep & Maintenance', 'Amount': -37500.0}]",Primary Batch,Yard HO,4.00 Nos,4.00 Nos,9375.00/Nos,0,Yard HO,Yard HO
NULL,Purchase Order,PO/AP/24/25-26,21-Apr-25,21-Apr-25,Being Material Delivery At NDDB - Tirupathi,NULL,NULL,REFUNDED,Sri Srinivasa Steel & Cement Traders - Tirupati,Sri Srinivasa Steel & Cement Traders - Tirupati,NULL,NULL,"S.Y.258/2,Main Road,, Peruru Village,, Tirupati, Andhra Pradesh-518543","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",518543,517583,NULL,NULL,973783.0,417,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Srinivasa Steel & Cement Traders - Tirupati', 'DebitorCredit': 'CR', 'Amount': 973783.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 973783.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 74271.6}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 74271.6}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.2}]",Concrete Paver Block 80mm Tk.,DR,15870.000 Sft,15870.000 Sft,52.00/Sft,0,-825240.0,"[{'LedgerName': 'Paver Block', 'Amount': -825240.0}]",Primary Batch,NDDB-Tirupati,15870.000 Sft,15870.000 Sft,52.00/Sft,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/25/25-26,21-Apr-25,21-Apr-25,Being Material Delivery At NDDB - Tirupathi,NULL,NULL,REFUNDED,Shri Sai industries - Tirupati,Shri Sai industries - Tirupati,NULL,NULL,"Door No.19-8-8D, Annaimaiah Circle, A.I.R.Road, Tirupati-517501","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517501,517583,9490306676,NULL,960614.4,418,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Shri Sai industries - Tirupati', 'DebitorCredit': 'CR', 'Amount': 960614.4, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 960614.4}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 73267.2}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 73267.2}]",Concrete Paver Block 80mm Tk.,DR,15360.000 Sft,15360.000 Sft,53.00/Sft,0,-814080.0,"[{'LedgerName': 'Paver Block', 'Amount': -814080.0}]",Primary Batch,NDDB-Tirupati,15360.000 Sft,15360.000 Sft,53.00/Sft,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/8/25-26,28-Apr-25,28-Apr-25,,NULL,NULL,REFUNDED,Bharathi Cement Corporation Pvt Ltd - AP,Bharathi Cement Corporation Pvt Ltd - AP,NULL,NULL,"Nallalinagayapalli Village,, Kamalapuram Mandal -, Kadapa Dist -AP - 516289","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501.",516289,517501,NULL,NULL,768000.0,233,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Bharathi Cement Corporation Pvt Ltd - AP', 'DebitorCredit': 'CR', 'Amount': 768000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 768000.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 84000.0}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 84000.0}]",Cement OPC 53 Grade in Bulker,DR,120.000 Ton,120.000 Ton,5000.00/Ton,0,-600000.0,"[{'LedgerName': 'Cement', 'Amount': -600000.0}]",Primary Batch,COC-Tirupati,120.000 Ton,120.000 Ton,5000.00/Ton,0,,
NULL,Purchase Order,PO/AP/28/25-26,1-May-25,1-May-25,Being material Delivered to COC - Tirupathi,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,541034.0,613,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 541034.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 541034.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 12881.75}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 12881.75}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.5}]",20mm Metal - CFT,DR,14722.00 CFT,14722.00 CFT,35.00/CFT,0,-515270.0,"[{'LedgerName': 'Blue Metal', 'Amount': -515270.0}]",Primary Batch,COC-Tirupati,14722.00 CFT,14722.00 CFT,35.00/CFT,0,COC Tirupati,COC Tirupati
NULL,Purchase Order,PO/AP/29/25-26,1-May-25,1-May-25,Being material Delivered to TTD - Tirumala,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,144851.0,614,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 144851.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 144851.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 3448.83}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 3448.83}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.34}]",P Sand (CFT),DR,2059.00 CFT,2059.00 CFT,67.00/CFT,0,-137953.0,"[{'LedgerName': 'Sand', 'Amount': -137953.0}]",Primary Batch,TTD-Tirumala,2059.00 CFT,2059.00 CFT,67.00/CFT,0,,
NULL,Purchase Order,PO/AP/30/25-26,1-May-25,1-May-25,Being material Delivered to COC - Tirupathi,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,229441.0,615,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 229441.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 229441.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 5462.88}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 5462.88}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.24}]",12 mm Metal - CFT,DR,7946.00 CFT,7946.00 CFT,27.50/CFT,0,-218515.0,"[{'LedgerName': 'Blue Metal', 'Amount': -218515.0}]",Primary Batch,COC-Tirupati,7946.00 CFT,7946.00 CFT,27.50/CFT,0,,
NULL,Purchase Order,PO/AP/31/25-26,1-May-25,1-May-25,Being material Delivered to COC - Tirupathi,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,279720.0,616,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 279720.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 279720.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 6660.0}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 6660.0}]",Sand (Cft),DR,11100.00 CFT,11100.00 CFT,24.00/CFT,0,-266400.0,"[{'LedgerName': 'Sand', 'Amount': -266400.0}]",Primary Batch,COC-Tirupati,11100.00 CFT,11100.00 CFT,24.00/CFT,0,,
NULL,Purchase Order,PO/AP/33/25-26,1-May-25,1-May-25,Being material Delivered to TTD - Tirumala,NULL,NULL,REFUNDED,Sri Lakshmi Srinivasa Transport,Sri Lakshmi Srinivasa Transport,NULL,NULL,"D.NO.8-67,Gandhi Nagar,, Mallavarm Villiage,, Tirupati Dist - 517505","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517505,517583,NULL,NULL,137974.0,619,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Lakshmi Srinivasa Transport', 'DebitorCredit': 'CR', 'Amount': 137974.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 137974.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 3285.1}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 3285.1}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.2}]",Sand (Cft),DR,3458.00 CFT,3458.00 CFT,38.00/CFT,0,-131404.0,"[{'LedgerName': 'Sand', 'Amount': -131404.0}]",Primary Batch,TTD-Tirumala,3458.00 CFT,3458.00 CFT,38.00/CFT,0,,
NULL,Purchase Order,PO/AP/1/25-26,2-May-25,2-May-25,Being material Delivered to NDDB DS Site - Tirupati.,NULL,NULL,REFUNDED,VIC & CO (N),VIC & CO (N),NULL,NULL,"New No.38, Old No.69, Sembudoss Street,, Mannady,, Chennai - 600001, Ph-984007 1812",RRB,"No. 63,Sakthi Mahal, Perundurai Road, Erode - 638011, Purchase :- 9786677272-9843082741, E-Mail : rrthulasi@gmail.com,accounts@rrthulasi.in",600001,638011,9840071812,NULL,13688.0,39,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'VIC & CO (N)', 'DebitorCredit': 'CR', 'Amount': 13688.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 13688.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 2088.0}]","Nylon Braided Hose 1"" (for Curing Purpose)",DR,200.00 Meter,200.00 Meter,58.00/Meter,0,-11600.0,"[{'LedgerName': 'Hardwares', 'Amount': -11600.0}]",Primary Batch,NDDB-Tirupati,200.00 Meter,200.00 Meter,58.00/Meter,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/44/25-26,2-May-25,2-May-25,,NULL,NULL,REFUNDED,Fermier Agency,Fermier Agency,NULL,NULL,"#33/69, Sembudoss Street,, George Town, Parrys,, Chennai - 600001, Accounts@fermieragency.Com",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",600001,517502,6383602314,NULL,15340.0,785,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Fermier Agency', 'DebitorCredit': 'CR', 'Amount': 15340.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 15340.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 2340.0}]",Handy Vibrator with Needle 35mm x 3mtr,DR,2.00 Nos,2.00 Nos,6500.00/Nos,0,-13000.0,"[{'LedgerName': 'Electrical Goods', 'Amount': -13000.0}]",Primary Batch,NDDB-Tirupati,2.00 Nos,2.00 Nos,6500.00/Nos,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/40/25-26,5-May-25,5-May-25,Being JCB Work Work At NDDB,NULL,NULL,REFUNDED,PSG  Earth  Movers,PSG  Earth  Movers,NULL,NULL,"No.12-53, Oteru Road, Tirumala Nagar,, Tirupathi - 517503","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",517503,517583,NULL,NULL,47790.0,757,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'PSG  Earth  Movers', 'DebitorCredit': 'CR', 'Amount': 47790.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 47790.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 3645.0}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 3645.0}]",Jcb Hours,DR,40.50 hr,40.50 hr,1000.00/hr,0,-40500.0,"[{'LedgerName': 'JCB Rent', 'Amount': -40500.0}]",Primary Batch,NDDB-Tirupati,40.50 hr,40.50 hr,1000.00/hr,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/41/25-26,5-May-25,5-May-25,Being JCB Work Work At NDDB,NULL,NULL,REFUNDED,Ragul Earth Movers (MSME),Ragul Earth Movers (MSME),NULL,NULL,"3/930,Pillumadaikadu,Kadachanallur, P,O,, Komarapalayam Tk, Namakkal DT 638008, Ph No 9443242383, A/C-63807 31676","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",638008,517583,NULL,NULL,106200.0,758,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Ragul Earth Movers (MSME)', 'DebitorCredit': 'CR', 'Amount': 106200.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 106200.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 16200.0}]",Jcb (Month),DR,1.00 Month,1.00 Month,90000.00/Month,0,-90000.0,"[{'LedgerName': 'JCB Rent', 'Amount': -90000.0}]",Primary Batch,NDDB-Tirupati,1.00 Month,1.00 Month,90000.00/Month,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/42/25-26,5-May-25,5-May-25,Being Hitachi Work at NDDB Tirupathi,NULL,NULL,REFUNDED,Ragul Earth Movers (MSME),Ragul Earth Movers (MSME),NULL,NULL,"3/930,Pillumadaikadu,Kadachanallur, P,O,, Komarapalayam Tk, Namakkal DT 638008, Ph No 9443242383, A/C-63807 31676","R.R.Thulasi Builders (I) Pvt Ltd.,","No. 12-64-2A, Swamy Street Extention, Puttur, Chittoor Dist - 517583., E-Mail : rrthulasi@gmail.com",638008,517583,NULL,NULL,217899.0,760,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Ragul Earth Movers (MSME)', 'DebitorCredit': 'CR', 'Amount': 217899.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 217899.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 33238.8}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.2}]",Hitachi Rent,DR,131.90 hr,131.90 hr,1400.00/hr,0,-184660.0,"[{'LedgerName': 'Hitatchi Rent', 'Amount': -184660.0}]",Primary Batch,NDDB-Tirupati,131.90 hr,131.90 hr,1400.00/hr,0,NDDB Tirupati,NDDB Tirupati
NULL,Purchase Order,PO/AP/2/25-26,7-May-25,7-May-25,,NULL,NULL,REFUNDED,Sri Varri Upvc - Erode (MSME),,NULL,NULL,"SF No.206/3,Kangayam Main Road,, Kaspapettai Post - Erode - 638115","R.R.Thulasi Builders ( I ) Pvt Ltd.,","C/o. Construction Of Kitchen Block, Tirumala - Tirupati - 517504, Cell.90034 46488",638115,517504,NULL,NULL,91036.0,83,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Varri Upvc - Erode (MSME)', 'DebitorCredit': 'CR', 'Amount': 91036.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 91036.0}]}, {'Ledgername': 'Labour Charges - Piece Work Rate', 'DebitorCredit': 'DR', 'Amount': 5368.0}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 13068.0}]",UPVC Ventilator,DR,145.000 Sft,145.000 Sft,310.00/Sft,0,-44950.0,"[{'LedgerName': 'Door & Window Fittings', 'Amount': -44950.0}]",Primary Batch,COC-Tirupati,145.000 Sft,145.000 Sft,310.00/Sft,0,,
NULL,Purchase Order,PO/AP/2/25-26,7-May-25,7-May-25,,NULL,NULL,REFUNDED,Sri Varri Upvc - Erode (MSME),,NULL,NULL,"SF No.206/3,Kangayam Main Road,, Kaspapettai Post - Erode - 638115","R.R.Thulasi Builders ( I ) Pvt Ltd.,","C/o. Construction Of Kitchen Block, Tirumala - Tirupati - 517504, Cell.90034 46488",638115,517504,NULL,NULL,91036.0,83,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'Sri Varri Upvc - Erode (MSME)', 'DebitorCredit': 'CR', 'Amount': 91036.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 91036.0}]}, {'Ledgername': 'Labour Charges - Piece Work Rate', 'DebitorCredit': 'DR', 'Amount': 5368.0}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 13068.0}]",Upvc Window,DR,70.000 Sft,70.000 Sft,395.00/Sft,0,-27650.0,"[{'LedgerName': 'Door & Window Fittings', 'Amount': -27650.0}]",Primary Batch,COC-Tirupati,70.000 Sft,70.000 Sft,395.00/Sft,0,,
NULL,Purchase Order,PO/AP/5/25-26,8-May-25,8-May-25,Being Steel delivery at NDDB Site Tirupati.,NULL,NULL,REFUNDED,P. Raghava Chetty P. Narayanaswamy Chetty,P. Raghava Chetty P. Narayanaswamy Chetty,NULL,NULL,"No.P.R.S. Complex,, Old No.59 & 60, New.No.94 & 92,, Rasappa Chetty Street,, Park Town, Chennai - 3.",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",600003,517502,NULL,NULL,60758.0,213,NULL,NULL,Tamil Nadu,India,Andhra Pradesh,India,"[{'Ledgername': 'P. Raghava Chetty P. Narayanaswamy Chetty', 'DebitorCredit': 'CR', 'Amount': 60758.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 60758.0}]}, {'Ledgername': 'Input - IGST', 'DebitorCredit': 'DR', 'Amount': 9268.2}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 0.2}]",MS Plate 6mm Tk.,DR,0.950 Ton,0.950 Ton,54200.00/Ton,0,-51490.0,"[{'LedgerName': 'Iron & Steel', 'Amount': -51490.0}]",Primary Batch,NDDB-Tirupati,0.950 Ton,0.950 Ton,54200.00/Ton,0,,
NULL,Purchase Order,PO/AP/6/25-26,8-May-25,8-May-25,Being Cement delivery at NDDB Site Tirupati.,NULL,NULL,REFUNDED,JSW Cement Limited - AP,,NULL,NULL,"Bilakalagudu Village,, Gadivemula Mandal,, Kurnool Dist - AP - 518508",R.R.Thulasi Builders (I) Pvt Ltd,"S.V.Gosamrakshana Shalai,, Chandragiri Road,, Tirumala Tirupati Devasthanam, Tirupati -517502, E-Mail : rrthulasi@gmail.com",518508,517502,NULL,NULL,192000.0,214,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'JSW Cement Limited - AP', 'DebitorCredit': 'CR', 'Amount': 192000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 192000.0}]}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 21000.0}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 21000.0}]",Cement OPC 43 Grade in 50 Kg Bags,DR,600.00 Bags,600.00 Bags,250.00/Bags,0,-150000.0,"[{'LedgerName': 'Cement', 'Amount': -150000.0}]",Primary Batch,NDDB-Tirupati,600.00 Bags,600.00 Bags,250.00/Bags,0,,
NULL,Purchase Order,PO/AP/9/25-26,10-May-25,10-May-25,,NULL,NULL,REFUNDED,Bharathi Cement Corporation Pvt Ltd - AP,Bharathi Cement Corporation Pvt Ltd - AP,NULL,NULL,"Nallalinagayapalli Village,, Kamalapuram Mandal -, Kadapa Dist -AP - 516289","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Cell.91715 81715",516289,517501,NULL,NULL,1700000.0,242,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Bharathi Cement Corporation Pvt Ltd - AP', 'DebitorCredit': 'CR', 'Amount': 1700000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 1700000.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 185955.0}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 185955.0}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 160.0}]",Cement OPC 43 Grade in Bulker,DR,100.000 Ton,100.000 Ton,5313.00/Ton,0,-531300.0,"[{'LedgerName': 'Cement', 'Amount': -531300.0}]",Primary Batch,,100.000 Ton,100.000 Ton,5313.00/Ton,0,,
NULL,Purchase Order,PO/AP/9/25-26,10-May-25,10-May-25,,NULL,NULL,REFUNDED,Bharathi Cement Corporation Pvt Ltd - AP,Bharathi Cement Corporation Pvt Ltd - AP,NULL,NULL,"Nallalinagayapalli Village,, Kamalapuram Mandal -, Kadapa Dist -AP - 516289","R.R.Thulasi Builders (I) Pvt Ltd.,","Tirupathi Smart City Corporation Limited (TSCCL), C/o.Tirupati Municipal Corporation, 13-29-M9-1-00, Tilak Road, East Tirupati, Chittoor District, Andhra Pradesh - 517501., Cell.91715 81715",516289,517501,NULL,NULL,1700000.0,242,NULL,NULL,Andhra Pradesh,India,Andhra Pradesh,India,"[{'Ledgername': 'Bharathi Cement Corporation Pvt Ltd - AP', 'DebitorCredit': 'CR', 'Amount': 1700000.0, 'BillWiseDetails': [{'BillType': 'On Account', 'BillAmount': 1700000.0}]}, {'Ledgername': 'Input - SGST', 'DebitorCredit': 'DR', 'Amount': 185955.0}, {'Ledgername': 'Input - CGST', 'DebitorCredit': 'DR', 'Amount': 185955.0}, {'Ledgername': 'Round Off', 'DebitorCredit': 'DR', 'Amount': 160.0}]",Cement OPC 53 Grade in Bulker,DR,150.000 Ton,150.000 Ton,5313.00/Ton,0,-796950.0,"[{'LedgerName': 'Cement', 'Amount': -796950.0}]",Primary Batch,COC Office Building- Tirupathi,150.000 Ton,150.000 Ton,5313.00/Ton,0,,
